customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ltv,engagement_score,charges_per_tenure,has_multiple_services,is_new_customer,is_high_value,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_Fiber optic,InternetService_No,tenure_group_12-24mo,tenure_group_24-48mo,tenure_group_48+mo,monthly_charges_category_Medium,monthly_charges_category_High,R_score,F_score,M_score,RFM_Score,RFM_Segment,KMeans_Cluster
1640-PLFMP,Female,0,0,0,1,1,0,0,0,0,0,0,0,1,70.25,70.25,,70.25,2,35.125,0,1,0,False,False,False,True,False,True,False,False,False,False,False,True,5,2,1,8,Developing,3
5366-OBVMR,Female,0,1,0,18,1,0,0,0,0,1,0,0,1,50.3,908.75,,905.4,3,47.828947368421055,1,0,0,False,False,False,False,True,False,False,True,False,False,True,False,4,2,2,8,Developing,3
8276-MQBYC,Male,1,0,0,51,1,1,0,0,1,0,1,1,1,97.8,4913.3,,4987.8,5,94.48653846153846,1,0,1,False,False,False,True,False,True,False,False,False,True,False,True,2,4,5,11,Established,2
7644-OMVMY,Male,0,1,1,0,1,0,0,0,0,0,0,0,0,19.85,0.0,,0.0,1,0.0,0,1,0,False,True,False,False,True,False,True,False,False,False,False,False,5,1,1,7,Developing,0
7593-XFKDI,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,46.3,46.3,,46.3,2,23.15,0,1,0,False,False,False,False,True,False,False,False,False,False,True,False,5,2,1,8,Developing,3
4573-JKNAE,Male,0,0,1,12,1,0,0,0,0,0,0,0,0,19.35,212.3,,232.2,1,16.33076923076923,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,5,1,1,7,Developing,0
0337-CNPZE,Female,0,0,0,41,1,1,0,1,1,0,1,1,1,106.3,4443.45,,4358.3,6,105.79642857142856,1,0,1,False,False,False,True,False,True,False,False,True,False,False,True,3,5,4,12,Established,1
9817-APLHW,Male,0,0,0,12,1,1,0,0,0,0,0,0,0,25.0,316.2,,300.0,1,24.32307692307692,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,5,1,2,8,Developing,0
8380-MQINP,Female,0,1,1,55,1,0,0,0,0,0,0,0,0,20.3,1079.05,,1116.5,1,19.26875,0,0,0,False,True,False,False,True,False,True,False,False,True,False,False,2,1,3,6,At Risk,0
0840-DFEZH,Female,0,0,0,7,1,1,0,0,0,0,0,0,1,75.35,564.65,,527.4499999999999,2,70.58125,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,5,2,2,9,Developing,3
1513-XNPPH,Female,0,0,0,12,1,0,0,0,1,1,0,1,1,89.4,1095.65,,1072.8000000000002,5,84.28076923076924,1,0,0,False,False,False,True,False,True,False,False,False,False,False,True,5,4,3,12,Established,3
8690-ZVLCL,Female,0,1,1,68,1,1,1,1,1,1,1,1,0,88.0,6161.9,,5984.0,8,89.30289855072463,1,0,1,False,True,True,False,False,False,False,False,False,True,False,True,1,5,5,11,Established,2
6015-VVHHE,Female,1,0,0,5,1,1,0,0,0,0,1,0,1,83.15,446.05,,415.75,3,74.34166666666667,1,1,0,False,False,True,False,False,True,False,False,False,False,False,True,5,2,2,9,Developing,3
1125-SNVCK,Female,1,0,0,49,1,0,0,0,0,0,0,0,0,43.8,2106.05,,2146.2,2,42.121,0,0,0,False,False,False,False,True,False,False,False,False,True,True,False,2,2,4,8,Developing,0
0384-LPITE,Male,0,0,0,40,0,0,1,1,1,0,1,1,0,62.05,2511.55,,2482.0,6,61.25731707317074,1,0,0,True,False,True,False,False,False,False,False,True,False,True,False,3,5,4,12,Established,1
4616-EWBNJ,Female,0,0,0,16,1,0,0,0,0,0,0,0,0,20.1,318.6,,321.6,1,18.74117647058824,0,0,0,True,False,False,False,False,False,True,True,False,False,False,False,4,1,2,7,Developing,0
6347-DCUIK,Male,0,0,0,10,1,1,0,0,0,0,0,0,1,74.15,811.8,,741.5,2,73.8,0,0,0,False,False,False,False,True,True,False,False,False,False,False,True,5,2,2,9,Developing,3
1335-HQMKX,Female,0,1,0,72,1,1,0,1,1,0,1,1,1,101.35,7323.15,,7297.2,6,100.31712328767122,1,0,1,True,False,False,True,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
2545-EBUPK,Female,1,0,0,2,1,1,0,0,0,0,0,1,1,84.05,186.05,,168.1,3,62.01666666666667,1,1,0,False,False,False,True,False,True,False,False,False,False,False,True,5,2,1,8,Developing,3
6923-AQONU,Male,0,1,1,23,1,0,0,0,0,0,0,0,0,20.9,454.0,,480.7,1,18.916666666666668,0,0,0,False,True,False,False,True,False,True,True,False,False,False,False,4,1,2,7,Developing,0
2172-EJXVF,Female,1,0,0,71,1,1,0,1,1,0,1,1,1,105.9,7521.95,,7518.900000000001,6,104.47152777777778,1,0,1,True,False,False,True,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
0897-FEGMU,Female,0,1,0,11,1,1,0,0,1,0,1,1,1,99.5,1056.95,,1094.5,5,88.07916666666667,1,0,0,False,False,False,True,False,True,False,False,False,False,False,True,5,4,3,12,Established,3
7663-RGWBC,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,44.15,44.15,,44.15,2,22.075,0,1,0,False,False,False,False,True,False,False,False,False,False,True,False,5,2,1,8,Developing,3
1120-BMWUB,Female,0,0,0,16,1,0,0,1,0,1,0,0,1,53.9,834.15,,862.4,4,49.067647058823525,1,0,0,False,False,False,False,True,False,False,True,False,False,True,False,4,3,2,9,Developing,3
9124-LHCJQ,Female,0,0,0,1,1,1,0,0,0,0,0,1,1,85.45,85.45,,85.45,3,42.725,1,1,0,False,False,False,False,True,True,False,False,False,False,False,True,5,2,1,8,Developing,3
4536-PLEQY,Male,0,1,0,12,1,0,0,1,0,0,0,1,1,85.05,999.8,,1020.6,4,76.9076923076923,1,0,0,False,False,True,False,False,True,False,False,False,False,False,True,5,3,3,11,Established,3
7029-IJEJK,Female,0,0,0,54,0,0,1,0,0,1,0,1,0,44.1,2369.7,,2381.4,4,43.08545454545454,1,0,0,True,False,False,False,False,False,False,False,False,True,True,False,2,3,4,9,Developing,1
8871-JLMHM,Female,0,1,0,68,1,1,0,1,1,1,0,0,0,90.2,6297.65,,6133.6,5,91.27028985507246,1,0,1,False,True,True,False,False,True,False,False,False,True,False,True,1,4,5,10,Established,2
2235-ZGKPT,Female,0,1,1,4,1,1,0,0,0,0,0,0,0,50.85,239.55,,203.4,2,47.91,0,1,0,False,False,False,False,True,False,False,False,False,False,True,False,5,2,1,8,Developing,3
3891-PUQOD,Female,0,0,1,1,1,0,0,0,1,0,0,1,0,59.2,59.2,,59.2,4,29.6,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,5,3,1,9,Developing,3
5447-VYTKW,Male,0,0,0,27,1,0,1,0,0,1,0,0,0,53.45,1461.45,,1443.15,4,52.19464285714286,1,0,0,False,False,False,False,True,False,False,False,True,False,True,False,4,3,3,10,Established,3
3623-FQBOX,Male,0,0,0,21,1,0,0,0,0,0,0,0,1,19.95,416.4,,418.95,1,18.92727272727273,0,0,0,False,False,False,False,True,False,True,True,False,False,False,False,4,1,2,7,Developing,0
0689-NKYLF,Male,0,0,0,13,1,0,0,0,1,0,1,0,1,83.2,1060.6,,1081.6,4,75.75714285714285,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,5,3,3,11,Established,3
8659-HDIYE,Female,1,0,0,64,1,1,0,1,1,1,0,1,0,74.65,4869.35,,4777.6,6,74.91307692307693,1,0,1,False,False,True,False,False,False,False,False,False,True,False,True,1,5,5,11,Established,2
3658-KIBGF,Female,0,0,0,1,1,0,1,1,0,0,0,0,1,54.9,54.9,,54.9,4,27.45,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,5,3,1,9,Developing,3
3474-BAFSJ,Male,0,1,0,57,0,0,0,1,1,1,1,1,1,57.5,3265.95,,3277.5,6,56.30948275862069,1,0,0,False,True,False,False,False,False,False,False,False,True,True,False,2,5,4,11,Established,1
5519-YLDGW,Female,0,1,0,21,1,1,1,0,1,0,1,1,1,103.9,2254.2,,2181.9,6,102.46363636363635,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,4,5,4,13,Champions,1
3865-ZFZIB,Male,0,0,0,19,1,0,0,0,0,0,0,0,0,19.65,358.15,,373.35,1,17.9075,0,0,0,False,True,False,False,True,False,True,True,False,False,False,False,4,1,2,7,Developing,0
1855-AGAWH,Male,0,1,0,31,1,0,0,0,1,0,1,1,1,93.8,2939.8,,2907.8,5,91.86875,1,0,0,True,False,False,True,False,True,False,False,True,False,False,True,3,4,4,11,Established,1
7109-CQYUZ,Male,0,0,0,52,1,1,1,1,1,1,1,1,1,89.25,4652.4,,4641.0,8,87.78113207547169,1,0,1,False,True,False,False,True,False,False,False,False,True,False,True,2,5,5,12,Established,2
1370-GGAWX,Female,0,0,0,46,1,1,0,1,1,0,0,1,1,94.15,4408.45,,4330.900000000001,5,93.7968085106383,1,0,1,True,False,False,True,False,True,False,False,True,False,False,True,2,4,4,10,Established,1
4680-KUTAJ,Female,1,0,0,11,1,1,1,0,0,0,0,0,1,55.6,580.8,,611.6,3,48.4,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,5,2,2,9,Developing,3
5307-UVGNB,Female,0,1,1,53,0,0,1,1,1,0,0,1,1,48.7,2495.2,,2581.1000000000004,5,46.2074074074074,1,0,0,False,False,False,False,False,False,False,False,False,True,True,False,2,4,4,10,Established,1
4946-EDSEW,Female,0,1,1,11,1,0,0,0,0,0,0,0,1,19.25,180.3,,211.75,1,15.025,0,0,0,False,False,False,False,True,False,True,False,False,False,False,False,5,1,1,7,Developing,0
2883-ILGWO,Male,1,0,0,57,1,1,0,1,0,1,1,1,1,104.9,5913.95,,5979.3,6,101.9646551724138,1,0,1,False,False,False,False,False,True,False,False,False,True,False,True,2,5,5,12,Established,2
2516-VQRRV,Female,1,0,0,2,1,1,0,0,0,0,0,0,1,75.45,158.4,,150.9,2,52.8,0,1,0,False,False,False,False,True,True,False,False,False,False,False,True,5,2,1,8,Developing,3
7580-UGXNC,Female,1,0,0,2,1,0,1,1,0,0,0,0,0,54.85,104.2,,109.7,4,34.733333333333334,1,1,0,False,False,False,False,True,False,False,False,False,False,True,False,5,3,1,9,Developing,3
3642-BYHDO,Female,0,1,1,71,1,0,0,0,0,0,0,0,0,19.9,1389.35,,1412.9,1,19.296527777777776,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
9629-NHXFW,Female,0,1,1,1,1,0,0,0,0,0,0,0,1,19.4,19.4,,19.4,1,9.7,0,1,0,False,False,False,False,True,False,True,False,False,False,False,False,5,1,1,7,Developing,0
2696-RZVZW,Male,0,1,0,68,1,1,0,0,0,0,0,0,0,25.05,1629.2,,1703.4,1,23.61159420289855,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
5766-FTRTS,Male,0,1,0,72,1,0,1,1,1,1,1,1,0,84.45,6033.1,,6080.400000000001,8,82.64520547945206,1,0,1,False,True,False,False,True,False,False,False,False,True,False,True,1,5,5,11,Established,2
0396-HUJBP,Female,0,0,0,2,1,0,0,0,0,0,0,0,0,19.3,44.4,,38.6,1,14.8,0,1,0,False,False,False,False,True,False,True,False,False,False,False,False,5,1,1,7,Developing,0
5178-LMXOP,Male,1,1,0,1,1,1,0,0,0,0,1,1,1,95.1,95.1,,95.1,4,47.55,1,1,0,False,False,False,True,False,True,False,False,False,False,False,True,5,3,1,9,Developing,3
8879-ZKJOF,Female,0,0,0,41,1,0,1,0,1,1,1,1,1,79.85,3320.75,,3273.85,7,79.06547619047619,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,3,5,4,12,Established,1
6285-FTQBF,Male,0,1,1,72,1,1,0,0,0,0,0,0,0,25.55,1867.7,,1839.6,1,25.584931506849315,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
8185-UPYBR,Male,0,1,0,6,1,1,0,0,0,0,0,0,1,75.5,438.0,,453.0,2,62.57142857142857,0,1,0,False,False,False,True,False,True,False,False,False,False,False,True,5,2,2,9,Developing,3
4585-HETAI,Female,0,1,1,4,1,0,0,0,1,0,0,0,1,73.75,325.45,,295.0,3,65.09,1,1,0,False,False,False,True,False,True,False,False,False,False,False,True,5,2,2,9,Developing,3
7526-BEZQB,Male,0,0,0,12,1,1,0,0,0,0,1,1,1,96.05,1148.1,,1152.6,4,88.3153846153846,1,0,0,False,False,False,True,False,True,False,False,False,False,False,True,5,3,3,11,Established,3
1474-JUWSM,Female,0,1,0,58,1,1,1,0,0,1,0,1,1,68.4,3972.25,,3967.2,5,67.32627118644068,1,0,1,True,False,False,True,False,False,False,False,False,True,True,False,1,4,4,9,Developing,1
3530-CRZSB,Female,0,0,0,7,1,0,0,0,0,0,0,0,0,20.65,155.9,,144.54999999999998,1,19.4875,0,0,0,False,False,False,False,True,False,True,False,False,False,False,False,5,1,1,7,Developing,0
8498-XXGWA,Female,0,1,0,65,1,0,1,0,1,0,0,0,1,55.15,3673.15,,3584.75,4,55.65378787878788,1,0,0,False,False,False,False,True,False,False,False,False,True,True,False,1,3,4,8,Developing,1
9617-INGJY,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,70.6,70.6,,70.6,2,35.3,0,1,0,False,False,False,False,True,True,False,False,False,False,False,True,5,2,1,8,Developing,3
0621-TSSMU,Male,0,1,0,56,1,0,0,0,0,0,0,0,0,19.95,1126.75,,1117.2,1,19.767543859649123,0,0,0,True,False,True,False,False,False,True,False,False,True,False,False,2,1,3,6,At Risk,0
7234-KMNRQ,Male,0,0,0,4,1,0,0,0,0,0,0,0,0,19.0,73.45,,76.0,1,14.69,0,1,0,False,False,False,False,True,False,True,False,False,False,False,False,5,1,1,7,Developing,0
7636-PEPNS,Female,0,1,1,58,1,0,0,0,0,0,0,0,1,44.1,2413.05,,2557.8,2,40.89915254237288,0,0,0,True,False,False,False,True,False,False,False,False,True,True,False,1,2,4,7,Developing,0
4683-WYDOU,Male,0,1,0,62,1,1,0,0,1,1,1,1,1,107.6,6912.7,,6671.2,6,109.72539682539684,1,0,1,False,True,False,False,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
9052-DHNKM,Male,0,0,0,26,1,1,1,1,0,0,0,0,0,61.55,1581.95,,1600.3,4,58.59074074074074,1,0,0,True,False,False,True,False,False,False,False,True,False,True,False,4,3,3,10,Established,3
6794-HKIAJ,Male,0,0,0,62,1,1,1,1,1,0,0,0,0,90.7,5586.45,,5623.400000000001,5,88.67380952380952,1,0,1,False,False,False,False,False,True,False,False,False,True,False,True,1,4,5,10,Established,2
5578-NKCXI,Female,0,1,1,58,1,0,1,1,0,0,1,1,0,99.25,5846.65,,5756.5,6,99.0957627118644,1,0,1,True,False,True,False,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
1642-HMARX,Female,0,1,0,68,1,1,1,1,1,1,1,1,1,91.7,6424.7,,6235.6,8,93.11159420289854,1,0,1,False,True,False,True,False,False,False,False,False,True,False,True,1,5,5,11,Established,2
3096-WPXBT,Female,0,1,1,61,1,1,1,1,1,0,0,1,1,100.7,6018.65,,6142.7,6,97.075,1,0,1,True,False,True,False,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
8434-PNQZX,Female,0,0,0,42,1,1,0,0,1,1,1,1,1,78.45,3373.4,,3294.9,6,78.45116279069768,1,0,0,False,True,True,False,False,False,False,False,True,False,False,True,3,5,4,12,Established,1
5950-AAAGJ,Male,0,0,0,18,1,1,0,0,0,0,1,0,0,84.3,1537.9,,1517.4,3,80.9421052631579,1,0,0,False,False,False,False,False,True,False,True,False,False,False,True,4,2,3,9,Developing,3
4299-OPXEJ,Female,0,0,0,56,1,0,0,0,0,0,0,0,1,19.55,1080.55,,1094.8,1,18.95701754385965,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,2,1,3,6,At Risk,0
4951-UKAAQ,Female,0,0,0,4,1,1,0,1,0,0,0,1,1,88.95,355.2,,355.8,4,71.03999999999999,1,1,0,False,False,False,True,False,True,False,False,False,False,False,True,5,3,2,10,Established,3
9618-LFJRU,Female,0,0,0,4,1,0,0,0,0,0,0,0,0,20.45,82.85,,81.8,1,16.57,0,1,0,False,False,True,False,False,False,True,False,False,False,False,False,5,1,1,7,Developing,0
6693-DJWTY,Female,0,0,1,35,1,0,1,1,0,0,0,0,0,55.6,2016.45,,1946.0,4,56.0125,1,0,0,True,False,True,False,False,False,False,False,True,False,True,False,3,3,3,9,Developing,1
0744-GKNGE,Female,0,1,1,64,1,1,1,0,0,1,0,0,1,86.8,5327.25,,5555.2,4,81.95769230769231,1,0,1,False,False,False,False,False,True,False,False,False,True,False,True,1,3,5,9,Developing,2
6447-EGDIV,Female,0,0,0,31,1,0,0,0,0,0,0,0,0,20.95,683.25,,649.4499999999999,1,21.3515625,0,0,0,True,False,False,False,True,False,True,False,True,False,False,False,3,1,2,6,At Risk,0
1167-OYZJF,Female,1,1,0,67,1,0,0,0,0,0,0,0,1,20.05,1263.05,,1343.35,1,18.574264705882356,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
2108-YKQTY,Female,0,0,0,4,1,0,0,1,0,0,0,0,0,50.7,151.3,,202.8,3,30.26,1,1,0,False,False,True,False,False,False,False,False,False,False,True,False,5,2,1,8,Developing,3
4806-DXQCE,Female,1,1,0,70,1,1,1,1,1,1,1,1,1,113.65,7714.65,,7955.5,8,108.65704225352113,1,0,1,False,True,False,True,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
4918-QLLIW,Male,0,0,0,3,1,0,0,0,0,0,1,0,0,53.4,188.7,,160.2,3,47.175,1,1,0,False,False,True,False,False,False,False,False,False,False,True,False,5,2,1,8,Developing,3
7056-IMHCC,Male,1,1,0,53,1,1,0,1,0,0,1,1,1,101.9,5549.4,,5400.700000000001,5,102.76666666666668,1,0,1,False,False,False,True,False,True,False,False,False,True,False,True,2,4,5,11,Established,2
4854-SSLTN,Male,0,1,1,2,1,0,1,1,0,1,0,0,0,59.5,130.5,,119.0,5,43.5,1,1,0,False,True,False,False,True,False,False,False,False,False,True,False,5,4,1,10,Established,3
5294-DMSFH,Female,0,1,1,29,1,0,0,0,0,0,1,1,1,87.8,2621.75,,2546.2,4,87.39166666666667,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,3,3,4,10,Established,1
4837-PZTIC,Female,0,0,0,47,0,0,1,0,1,1,0,0,0,41.9,1875.25,,1969.3,4,39.067708333333336,1,0,0,False,True,False,False,True,False,False,False,True,False,True,False,2,3,3,8,Developing,1
1625-JAIIY,Female,0,1,1,68,1,1,0,0,0,0,1,0,1,83.0,5685.8,,5644.0,3,82.40289855072464,1,0,1,True,False,False,True,False,True,False,False,False,True,False,True,1,2,5,8,Developing,2
0603-OLQDC,Male,0,0,1,12,1,0,1,0,0,0,1,1,1,69.85,837.5,,838.1999999999999,5,64.42307692307692,1,0,0,False,False,False,False,True,False,False,False,False,False,True,False,5,4,2,11,Established,3
3272-VUHPV,Female,0,1,1,8,1,0,0,1,0,1,0,0,0,56.3,401.5,,450.4,4,44.61111111111112,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,5,3,2,10,Established,3
4176-FXYBO,Male,0,1,0,54,1,1,1,1,1,0,1,1,0,109.55,6118.95,,5915.7,7,111.25363636363636,1,0,1,False,False,False,True,False,True,False,False,False,True,False,True,2,5,5,12,Established,2
1063-DHQJF,Male,0,1,1,69,1,0,0,1,0,1,1,0,1,92.15,6480.9,,6358.35,5,92.58428571428573,1,0,1,False,True,False,False,True,True,False,False,False,True,False,True,1,4,5,10,Established,2
8663-UPDGF,Female,0,0,0,26,1,1,1,1,0,0,1,0,1,69.5,1800.05,,1807.0,5,66.66851851851851,1,0,0,False,False,False,False,False,False,False,False,True,False,True,False,4,4,3,11,Established,1
6719-FGEDO,Female,0,1,0,72,1,1,1,1,1,1,0,0,1,97.0,7104.2,,6984.0,6,97.31780821917808,1,0,1,False,True,False,False,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
1837-YQUCE,Female,0,0,0,70,0,0,1,0,1,1,1,1,1,58.35,4214.25,,4084.5,6,59.3556338028169,1,0,1,False,True,False,False,False,False,False,False,False,True,True,False,1,5,4,10,Established,1
2947-DOMLJ,Male,0,0,1,1,1,0,1,0,0,0,0,0,0,50.6,50.6,,50.6,3,25.3,1,1,0,False,False,False,False,True,False,False,False,False,False,True,False,5,2,1,8,Developing,3
4112-LUEIZ,Male,0,0,0,10,1,0,0,0,0,0,1,1,1,89.5,863.1,,895.0,4,78.46363636363637,1,0,0,False,False,False,True,False,True,False,False,False,False,False,True,5,3,2,10,Established,3
0369-ZGOVK,Female,0,1,1,28,1,0,0,0,0,0,0,0,1,70.4,1992.2,,1971.2000000000005,2,68.69655172413793,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,4,2,3,9,Developing,3
4510-HIMLV,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,69.8,69.8,,69.8,2,34.9,0,1,0,False,False,False,True,False,True,False,False,False,False,True,False,5,2,1,8,Developing,3
9919-KNPOO,Female,0,1,0,21,1,1,0,0,0,0,1,1,1,94.3,1948.35,,1980.3,4,88.56136363636364,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,4,3,3,10,Established,3
8749-JMNKX,Male,1,1,0,51,1,1,1,0,1,0,1,0,1,93.8,4750.95,,4783.8,5,91.36442307692307,1,0,1,False,False,False,False,False,True,False,False,False,True,False,True,2,4,5,11,Established,1
7872-BAAZR,Female,0,1,1,53,1,0,0,0,0,0,0,0,0,19.55,1007.9,,1036.15,1,18.66481481481481,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,2,1,3,6,At Risk,0
9391-LMANN,Male,0,0,1,53,1,0,1,1,1,0,0,1,0,95.95,5036.9,,5085.35,6,93.27592592592592,1,0,1,True,False,False,True,False,True,False,False,False,True,False,True,2,5,5,12,Established,2
2430-USGXP,Male,0,1,0,24,1,1,0,0,1,0,1,1,1,101.05,2391.8,,2425.2,5,95.672,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,4,4,4,12,Established,1
8174-TBVCF,Female,0,1,0,70,1,1,1,1,1,1,1,1,1,94.8,6859.05,,6636.0,8,96.60633802816902,1,0,1,False,True,True,False,False,False,False,False,False,True,False,True,1,5,5,11,Established,2
1698-XFZCI,Male,0,0,0,61,1,1,1,1,1,0,1,1,1,107.75,6521.9,,6572.75,7,105.19193548387096,1,0,1,True,False,False,True,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
1877-HKBQX,Female,0,0,0,11,1,0,1,0,0,1,0,0,1,54.6,617.85,,600.6,4,51.4875,1,0,0,True,False,False,False,True,False,False,False,False,False,True,False,5,3,2,10,Established,3
4450-DLLMH,Male,0,0,0,2,1,0,0,0,0,0,0,0,1,71.3,157.75,,142.6,2,52.583333333333336,0,1,0,False,False,True,False,False,True,False,False,False,False,False,True,5,2,1,8,Developing,3
0428-AXXLJ,Male,0,0,0,25,1,0,0,0,0,0,0,0,1,19.5,516.3,,487.5,1,19.857692307692307,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,4,1,2,7,Developing,0
2746-DIJLO,Female,0,0,0,41,1,1,0,1,0,0,0,0,1,56.3,2364.0,,2308.3,3,56.285714285714285,1,0,0,True,False,True,False,False,False,False,False,True,False,True,False,3,3,4,10,Established,1
5955-ERIHD,Male,0,1,0,18,1,1,0,0,0,0,1,1,1,94.7,1687.95,,1704.6,4,88.83947368421053,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,4,3,3,10,Established,3
0917-EZOLA,Male,1,1,0,72,1,1,0,1,1,0,1,1,1,104.15,7689.95,,7498.8,6,105.3417808219178,1,0,1,False,True,False,False,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
3508-VLHCZ,Female,0,1,1,71,1,1,1,1,1,1,1,1,1,90.55,6239.05,,6429.05,8,86.65347222222222,1,0,1,False,True,True,False,False,False,False,False,False,True,False,True,1,5,5,11,Established,2
4086-ATNFV,Female,0,1,1,34,1,0,1,1,1,0,0,0,1,60.8,2042.05,,2067.2,5,58.34428571428571,1,0,0,True,False,False,False,True,False,False,False,True,False,True,False,3,4,4,11,Established,1
0468-YRPXN,Male,0,0,0,29,1,0,0,0,1,1,1,1,1,98.8,2807.1,,2865.2,6,93.57,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,3,5,4,12,Established,1
5996-NRVXR,Male,1,1,0,40,1,0,1,1,1,1,1,0,1,98.15,4116.8,,3926.0,7,100.409756097561,1,0,1,True,False,True,False,False,True,False,False,True,False,False,True,3,5,4,12,Established,1
3739-YBWAB,Male,0,1,0,36,0,0,1,0,1,0,0,0,0,35.35,1317.95,,1272.6,3,35.62027027027027,1,0,0,True,False,False,False,True,False,False,False,True,False,True,False,3,3,3,9,Developing,0
7047-FWEYA,Female,0,1,0,46,1,1,0,1,0,1,1,1,1,103.15,4594.65,,4744.900000000001,6,97.75851063829786,1,0,1,True,False,False,True,False,True,False,False,True,False,False,True,2,5,5,12,Established,2
2000-MPKCA,Female,0,0,0,58,1,1,1,1,1,0,1,1,1,107.75,6332.75,,6249.5,7,107.33474576271186,1,0,1,True,False,False,True,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
9762-YAQAA,Male,0,0,0,39,1,1,0,1,0,0,0,0,0,81.4,3213.75,,3174.6000000000004,3,80.34375,1,0,0,True,False,True,False,False,True,False,False,True,False,False,True,3,3,4,10,Established,1
5949-EBSQK,Male,0,1,1,4,1,0,0,0,0,1,0,1,0,61.45,229.55,,245.8,4,45.91,1,1,0,False,False,True,False,False,False,False,False,False,False,True,False,5,3,1,9,Developing,3
5473-KHBPS,Female,0,1,1,52,1,1,0,1,1,0,1,0,1,95.7,4976.15,,4976.400000000001,5,93.88962264150943,1,0,1,True,False,True,False,False,True,False,False,False,True,False,True,2,4,5,11,Established,2
0100-DUVFC,Male,1,1,0,70,1,1,0,1,1,0,1,1,1,104.8,7308.95,,7336.0,6,102.94295774647888,1,0,1,True,False,False,True,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
5397-TUPSH,Male,1,1,0,65,1,0,0,0,0,0,0,0,1,70.95,4555.2,,4611.75,2,69.01818181818182,0,0,1,True,False,False,False,False,True,False,False,False,True,False,True,1,2,5,8,Developing,1
8950-MTZNV,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,44.95,44.95,,44.95,2,22.475,0,1,0,False,False,False,False,True,False,False,False,False,False,True,False,5,2,1,8,Developing,3
0326-VDYXE,Female,0,1,0,70,1,1,0,0,1,0,1,1,1,97.65,6982.5,,6835.5,5,98.34507042253522,1,0,1,True,False,False,True,False,True,False,False,False,True,False,True,1,4,5,10,Established,2
6773-LQTVT,Female,1,1,1,29,0,0,0,1,1,0,0,0,1,35.65,1025.15,,1033.85,3,34.17166666666667,1,0,0,False,False,False,False,True,False,False,False,True,False,True,False,3,3,3,9,Developing,0
7274-RTAPZ,Male,0,0,0,1,1,0,0,0,0,0,1,1,1,90.55,90.55,,90.55,4,45.275,1,1,0,False,False,False,True,False,True,False,False,False,False,False,True,5,3,1,9,Developing,3
0436-TWFFZ,Female,0,0,0,67,1,1,1,0,1,1,1,1,1,85.25,5714.2,,5711.75,7,84.03235294117647,1,0,1,False,True,False,False,True,False,False,False,False,True,False,True,1,5,5,11,Established,2
8566-YPRGL,Female,0,0,0,1,1,0,0,0,0,0,0,0,1,19.5,19.5,,19.5,1,9.75,0,1,0,False,False,False,False,True,False,True,False,False,False,False,False,5,1,1,7,Developing,0
